X long;Y lat;siren;nom;PLCI norme;plci;Nom de l'Entreprise 
5,26792;45,387349;193818192;134;0.0456454568568032;1.1392;ETABLISSEMENT PUBLIC LOCAL D ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLES DE LA COTE ST ANDRE
5,718068;45,164826;775595846;2994;0.0449868975577555;1.13708399366086;MUTUALITE FRANCAISE ISERE SERVICES SOINS ET ACCOMPAGNEMENT MUTUALISTE
5,798178;45,208629;528127442;1659;0.0446186679736473;1.13590084108012;AGIR A DOM. HOLDING
5,741531;45,098652;213802002;2464;0.044429838974696;1.13529411764706;COMMUNE DE JARRIE
5,706437;45,173696;200009769;2440;0.0442399996009735;1.13468414779499;COLLEGE AIME CESAIRE
5,77141;45,203645;483993226;2888;0.044141627805308;1.13436807095344;SALESFORCE.COM FRANCE
5,787839;45,208174;493452015;2906;0.0440221032112222;1.13398402839397;CAMPENON BERNARD CENTRE EST
;;400323770;1053;0.0438307023161436;1.13336904124264;USINAGE FORMAGE PLASTIQUES
5,715928;45,164956;327948907;3697;0.0438113325683051;1.133306804616;GE HYDRO FRANCE
5,798544;45,20936;409695426;2749;0.0436628922476543;1.13282985339849;ACTOLL
5,718322;45,167106;61500245;3680;0.0435964869049784;1.1326164874552;CATERPILLAR FRANCE SAS
5,703289;45,186864;501633275;2922;0.0431657671986043;1.13123254886318;BPCE ASSURANCES PRODUCTION SERVICES
5,704167;45,177494;130014764;2331;0.0430578724277838;1.13088587390263;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES ISERE
5,726911;45,147906;537455982;3558;0.0422165444132259;1.12818261633011;ALEDIA
5,280477;45,589315;900465840;2230;0.0422080552095861;1.12815533980583;FONCIA VALLEE
5,731114;45,169517;515393262;3708;0.0419741697416975;1.12740384615385;CAISSE PRIMAIRE D'ASSURANCE MALADIE DE L'ISERE
5,750745;45,196799;263800302;3739;0.0417918949123468;1.12681818181818;CENTRE HOSPITALIER REGIONAL DE GRENOBLE
5,717891004;45,19182996;183801562;116;0.0415007913775804;1.12588284171167;CENTRE REGIONAL OEUVRES UNIV SCOLAIRES
5,771074;45,18597;682008222;1770;0.0414698262805638;1.12578334825425;GINGER BURGEAP
5,889038;45,274392;801252719;2020;0.0412051670354198;1.12493297587131;OVE
;;440334936;1321;0.0410892492685369;1.12456052235058;K N.FINANCE
5,830292;45,141087;841502065;2144;0.0403389778079172;1.12214983713355;ART-C
;;791154008;1972;0.0396068737506474;1.11979752530934;L'OBLIGEE
5,71753;45,172329;338636830;655;0.0392265382854729;1.11857547551599;PROVENCE DAUPHINE
5,818985;45,22139;412442519;1139;0.0391040213093853;1.11818181818182;GINGER CEBTP
5,681201;45,056778;434142758;1276;0.0388954063317118;1.11751152073733;LA MAITRISE DE VOS FACADES MDF
5,71264;45,190132;253804025;321;0.0387817494332808;1.11714633157681;TERRITOIRE D'ENERGIE ISERE (TE38)
5,72256;45,173775;54800958;2287;0.0387817494332808;1.11714633157681;RICHARDSON
5,734524;45,197963;399447820;2735;0.0374386863940548;1.11283095723014;ISERE SANTE
5,618287;45,304322;793860800;1990;0.0373043096758234;1.11239919354839;RUCK TRANSPORTS
5,746239;45,196467;183801562;121;0.0372709642068694;1.11229205175601;CENTRE REGIONAL OEUVRES UNIV SCOLAIRES
5,627839;45,254256;423888932;3361;0.0371915966211183;1.11203703703704;EUROPE SERVICES PROPRETE
;;411851926;3351;0.0364506462133443;1.10965630114566;ZEDEL
5,662599;45,246538;325329746;566;0.0363428259794616;1.10930986567855;SOCIETE RECYCLAGE PAPIERS METAUX
;;432599785;2804;0.0352165532828513;1.10569105691057;YUSEN LOGISTICS (FRANCE)
5,585321;45,379587;775595903;1856;0.0350671209000791;1.10521091811414;ASSOCIATION FAMILIALE DE L'ISERE POUR PERSONNES HANDICAPEES
5,727508;45,169387;775595903;3667;0.0336766403891544;1.10074318744839;ASSOCIATION FAMILIALE DE L'ISERE POUR PERSONNES HANDICAPEES
5,77141;45,203645;452348899;1397;0.0334596889321003;1.10004610419548;PASS
5,749908;45,173179;320684475;539;0.0330976717865773;1.0988829127017;CREATIONS CERAMIQUES POSE
5,727673;45,149236;350039418;775;0.0327241859754471;1.09768287142208;MEDIANE SYSTEME
5,815591;45,217421;491370995;1488;0.0317191470443047;1.09445359692477;INTERACTIVITE VIDEO ET SYSTEMES
5,669247;45,234702;57505539;2300;0.0315091988628605;1.09377901578459;VICAT
;;54501291;2286;0.0306396166059198;1.09098497495826;CISEPZ
5,737187;45,160054;442156063;2841;0.0300480012854074;1.08908406524467;ALTROS
5,684748;45,090742;356000000;845;0.0299971231846779;1.08892058963386;LA POSTE
5,696084;45,191167;130005481;85;0.0299480719655663;1.08876298394712;FRANCE TRAVAIL
5,659866;45,25;315903617;507;0.0297708194148464;1.08819345661451;SOCIETE D'EXPLOITATION DES CAFES FRAICA
5,718609;45,182635;779554633;3038;0.0293347885518488;1.08679245283019;OGEC LA SALLE L AIGLE-GRENOBLE
5,729364;45,183138;810506337;2053;0.0290962528621106;1.08602601762484;ISEROISE
5,747061;45,204406;302701040;3252;0.027898859091995;1.08217869087434;AGDUC
5,790933;45,216979;830377990;3498;0.0273908442776631;1.08054639660857;NAVER FRANCE
;;408269322;1101;0.0271734556672626;1.07984790874525;CAFE RESTAURANT BASTILLE CHEZ PER'GRAS
5,728417;45,152603;655520245;3440;0.0271284896331497;1.07970342910102;KORIAN SANTE
5,794747;45,207915;412542326;2762;0.0256277780019453;1.07488151658768;AIDE AUX PERSONNES PAR UNE INTERVENTION
;;213805179;3217;0.0242006340126708;1.07029598308668;COMMUNE DE TULLINS
;;213801855;217;0.0220002008273822;1.06322580645161;COMMUNE DE GRENOBLE
5,713258;45,189235;213801855;228;0.0220002008273822;1.06322580645161;COMMUNE DE GRENOBLE
5,795872;45,213218;402896435;2742;0.0189254163754161;1.0533462657614;EDGAR
5,538226;45,353766;789906526;1969;0.0183969788620472;1.05164835164835;CPEX
5,582592;45,372734;834309015;2134;0.018366933953665;1.0515518148343;AMV 38
5,6154;45,309333;409899127;1117;0.0171349334281871;1.04759329367226;INEO RHONE ALPES AUVERGNE
5,677189;45,20949;399315613;3334;0.0160622978270219;1.04414682539683;METRO FRANCE
5,6726;45,239941;54501754;2;0.0159944809229316;1.04392892398815;SET - HUILLIER - SOCIETE D'ENTREPOSAGE ET DE TRANSPORTS
5,668783;45,25299;332737394;620;0.0157936327966632;1.04328358208955;IFAC
;;483209276;1450;0.0156892980881809;1.0429483459083;UNION PRIMEURS
;;909413270;3678;0.00936809680418099;1.02263779527559;RH GRENOBLE
